ats,token,titulo,local,url,id,internal_job_id,disciplina_vini,ja_no_painel
bamboohr,iconcreative,IT Helpdesk Technician (Evening Shift),"Vancouver, British Columbia",https://iconcreative.bamboohr.com/careers/81,81,,nao,nova
bamboohr,iconcreative,Intermediate & Senior 2D FX Artist (On-Site),"Vancouver, British Columbia",https://iconcreative.bamboohr.com/careers/35,35,,nao,nova
bamboohr,iconcreative,Intermediate & Senior Designer/Concept Artist (On-Site),"Vancouver, British Columbia",https://iconcreative.bamboohr.com/careers/70,70,,nao,nova
bamboohr,iconcreative,Intermediate 2D Animator (On-Site),"Vancouver, British Columbia",https://iconcreative.bamboohr.com/careers/148,148,,nao,nova
bamboohr,iconcreative,Intermediate FX Artist,"Vancouver, British Columbia",https://iconcreative.bamboohr.com/careers/50,50,,nao,nova
bamboohr,iconcreative,Intermediate Lighting / Compositing Artist (On-Site),"Vancouver, British Columbia",https://iconcreative.bamboohr.com/careers/103,103,,nao,nova
bamboohr,iconcreative,Intermediate Technical Animator,"Vancouver, British Columbia",https://iconcreative.bamboohr.com/careers/91,91,,nao,nova
bamboohr,iconcreative,Junior Designer/Concept Artist (On-Site),"Vancouver, British Columbia",https://iconcreative.bamboohr.com/careers/139,139,,nao,nova
bamboohr,iconcreative,Junior Editor (Full-time Onsite),"Vancouver, British Columbia",https://iconcreative.bamboohr.com/careers/109,109,,nao,nova
bamboohr,iconcreative,Junior Lighting/Compositing Artist (On-Site),"Vancouver, British Columbia",https://iconcreative.bamboohr.com/careers/147,147,,nao,nova
bamboohr,iconcreative,Lead Lighting / Compositing Artist (On-Site),"Vancouver, British Columbia",https://iconcreative.bamboohr.com/careers/87,87,,nao,nova
bamboohr,iconcreative,Matte Painter (On Site),"Vancouver, British Columbia",https://iconcreative.bamboohr.com/careers/42,42,,nao,nova
bamboohr,iconcreative,Pipeline TD,"Vancouver, British Columbia",https://iconcreative.bamboohr.com/careers/63,63,,nao,nova
bamboohr,iconcreative,Production Coordinator (On-Site),"Vancouver, British Columbia",https://iconcreative.bamboohr.com/careers/38,38,,nao,nova
bamboohr,iconcreative,Production Manager (On-Site),"Vancouver, British Columbia",https://iconcreative.bamboohr.com/careers/26,26,,nao,nova
bamboohr,iconcreative,RCIC Immigration Coordinator (On-Site),"Vancouver, British Columbia",https://iconcreative.bamboohr.com/careers/82,82,,nao,nova
bamboohr,iconcreative,Senior Animator,"Vancouver, British Columbia",https://iconcreative.bamboohr.com/careers/47,47,,nao,nova
bamboohr,iconcreative,Senior Designer/Concept Artist (On-Site),"Vancouver, British Columbia",https://iconcreative.bamboohr.com/careers/146,146,,nao,nova
bamboohr,iconcreative,Senior FX Artist,"Vancouver, British Columbia",https://iconcreative.bamboohr.com/careers/145,145,,nao,nova
bamboohr,iconcreative,Senior Lighting/Compositing Artist (On-Site),"Vancouver, British Columbia",https://iconcreative.bamboohr.com/careers/138,138,,nao,nova
bamboohr,iconcreative,Senior Matte Painter (Stylized Environment Design Experience required),"Vancouver, British Columbia",https://iconcreative.bamboohr.com/careers/143,143,,nao,nova
bamboohr,iconcreative,Senior Pipeline TD,"Vancouver, British Columbia",https://iconcreative.bamboohr.com/careers/64,64,,nao,nova
bamboohr,iconcreative,Senior Storyboard Artist (On-Site),"Vancouver, British Columbia",https://iconcreative.bamboohr.com/careers/95,95,,nao,nova
bamboohr,iconcreative,Senior Technical Animator,"Vancouver, British Columbia",https://iconcreative.bamboohr.com/careers/104,104,,nao,nova
bamboohr,igg,2D Generalist (Mobile Game),"Vancouver, British Columbia",https://igg.bamboohr.com/careers/288,288,,nao,nova
bamboohr,igg,3D Animator (Mobile Game),"Vancouver, British Columbia",https://igg.bamboohr.com/careers/290,290,,nao,nova
bamboohr,igg,Game Monetary/Economy Designer (Mobile Game),"Vancouver, British Columbia",https://igg.bamboohr.com/careers/284,284,,nao,nova
bamboohr,igg,Game System Designer (Mobile Game),"Vancouver, British Columbia",https://igg.bamboohr.com/careers/286,286,,nao,nova
bamboohr,igg,General Interest Application,"Vancouver, British Columbia",https://igg.bamboohr.com/careers/256,256,,nao,nova
bamboohr,igg,Junior Game System Designer (Mobile Game),"Vancouver, British Columbia",https://igg.bamboohr.com/careers/287,287,,nao,nova
bamboohr,imageengine,BG Prep Artist - Lead,"Vancouver, British Columbia",https://imageengine.bamboohr.com/careers/178,178,,nao,nova
bamboohr,imageengine,Crowd TD - Senior,"Vancouver, British Columbia",https://imageengine.bamboohr.com/careers/79,79,,nao,nova
bamboohr,imageengine,FX Supervisor,"Vancouver, British Columbia",https://imageengine.bamboohr.com/careers/151,151,,nao,nova
bamboohr,imageengine,FX TD - Mid,"Vancouver, British Columbia",https://imageengine.bamboohr.com/careers/108,108,,nao,nova
bamboohr,imageengine,FX TD - Senior,"Vancouver, British Columbia",https://imageengine.bamboohr.com/careers/50,50,,nao,nova
bamboohr,imageengine,General Application - Animation/Crowds,"Vancouver, British Columbia",https://imageengine.bamboohr.com/careers/12,12,,nao,nova
bamboohr,imageengine,General Application - BG Prep/Compositing/MotionGraphic,"Vancouver, British Columbia",https://imageengine.bamboohr.com/careers/14,14,,nao,nova
bamboohr,imageengine,General Application - Creature FX/Rigging,"Vancouver, British Columbia",https://imageengine.bamboohr.com/careers/15,15,,nao,nova
bamboohr,imageengine,General Application - Lighting,"Vancouver, British Columbia",https://imageengine.bamboohr.com/careers/113,113,,nao,nova
bamboohr,imageengine,General Application - Matte Painting/Environment TD/Generalist,"Vancouver, British Columbia",https://imageengine.bamboohr.com/careers/16,16,,nao,nova
bamboohr,imageengine,"General Application - Technology (IT, Software Engineering, Workflow, Pipeline Support, TAs)","Vancouver, British Columbia",https://imageengine.bamboohr.com/careers/19,19,,nao,nova
bamboohr,imageengine,Software Engineer - Rendering - Junior,"Vancouver, British Columbia",https://imageengine.bamboohr.com/careers/184,184,,nao,nova
bamboohr,imageengine,VFX Editor - Mid (Expression of Interest),"Vancouver, British Columbia",https://imageengine.bamboohr.com/careers/85,85,,nao,nova
bamboohr,imageengine,Workflow TD - Houdini,"Vancouver, British Columbia",https://imageengine.bamboohr.com/careers/185,185,,nao,nova
bamboohr,infinityplustwo,QA Tester,"Melbourne, Victoria",https://infinityplustwo.bamboohr.com/careers/34,34,,nao,nova
bamboohr,marcopololearning,Fractional Financial Controller,"London, London, City of",https://marcopololearning.bamboohr.com/careers/189,189,,nao,nova
bamboohr,marcopololearning,Fractional Financial Controller,"London, London, City of",https://marcopololearning.bamboohr.com/careers/194,194,,nao,nova
bamboohr,marcopololearning,Growth Product Marketer,,https://marcopololearning.bamboohr.com/careers/188,188,,nao,nova
bamboohr,marcopololearning,Marketing Engineer,,https://marcopololearning.bamboohr.com/careers/186,186,,nao,nova
bamboohr,nwave,Internship Request,Brussels,https://nwave.bamboohr.com/careers/32,32,,nao,nova
bamboohr,owi,Build Engineer (On-Site),"New Westminster, British Columbia",https://owi.bamboohr.com/careers/164,164,,nao,nova
bamboohr,owi,DevOps & Build Engineer,"New Westminster, British Columbia",https://owi.bamboohr.com/careers/194,194,,nao,nova
bamboohr,owi,Senior Game Backend Engineer,"New Westminster, British Columbia",https://owi.bamboohr.com/careers/200,200,,nao,nova
bamboohr,owi,Technical Designer,"New Westminster, British Columbia",https://owi.bamboohr.com/careers/202,202,,nao,nova
bamboohr,owi,UI/UX Designer,"New Westminster, British Columbia",https://owi.bamboohr.com/careers/201,201,,nao,nova
bamboohr,randomstudio,Senior Creative Lead (8+ years),"Amsterdam/Paris, NL/FR",https://randomstudio.bamboohr.com/careers/46,46,,nao,nova
bamboohr,randomstudio,Senior Graphic Designer,"Amsterdam/Paris, NL/FR",https://randomstudio.bamboohr.com/careers/47,47,,nao,nova
bamboohr,randomstudio,Social Media Intern,"Amsterdam, NH",https://randomstudio.bamboohr.com/careers/35,35,,nao,nova
bamboohr,sidefx,*Join Our SideFX Talent Community*,"Los Angeles, CA or Toronto, Ontario",https://sidefx.bamboohr.com/careers/87,87,,nao,JA-FEITO
bamboohr,sidefx,CG Technology Supervisor,"Toronto, Ontario",https://sidefx.bamboohr.com/careers/136,136,,nao,nova
bamboohr,sidefx,Learning Materials Coordinator,"Toronto, Ontario",https://sidefx.bamboohr.com/careers/135,135,,nao,nova
bamboohr,soulassembly,Marketing Artist,"Leamington Spa, Warwickshire",https://soulassembly.bamboohr.com/careers/94,94,,nao,nova
bamboohr,soulassembly,Speculative Applications - For All QA Roles,"Leamington Spa, Warwickshire",https://soulassembly.bamboohr.com/careers/79,79,,nao,nova
bamboohr,stirlinganimationstudios,Character & Prop Riggers,,https://stirlinganimationstudios.bamboohr.com/careers/84,84,,nao,nova
bamboohr,stirlinganimationstudios,Rigging Supervisor,,https://stirlinganimationstudios.bamboohr.com/careers/83,83,,nao,nova
bamboohr,streamlinestudios,3D Animator,,https://streamlinestudios.bamboohr.com/careers/171,171,,nao,nova
bamboohr,streamlinestudios,3D Rigger,,https://streamlinestudios.bamboohr.com/careers/168,168,,nao,nova
bamboohr,streamlinestudios,Concept Artist,,https://streamlinestudios.bamboohr.com/careers/170,170,,nao,nova
bamboohr,streamlinestudios,Finance Executive,"Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur",https://streamlinestudios.bamboohr.com/careers/173,173,,nao,nova
bamboohr,streamlinestudios,Japanese Interpreter,,https://streamlinestudios.bamboohr.com/careers/130,130,,nao,nova
bamboohr,streamlinestudios,Japanese Translator,,https://streamlinestudios.bamboohr.com/careers/131,131,,nao,nova
bamboohr,streamlinestudios,Junior Game Programmer (Unreal),"Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur",https://streamlinestudios.bamboohr.com/careers/145,145,,nao,nova
bamboohr,streamlinestudios,Junior QA Tester (Specialization in Video Games),"Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur",https://streamlinestudios.bamboohr.com/careers/128,128,,nao,nova
bamboohr,streamlinestudios,QA Intern,"Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur",https://streamlinestudios.bamboohr.com/careers/165,165,,nao,nova
bamboohr,streamlinestudios,Technical Artist,,https://streamlinestudios.bamboohr.com/careers/110,110,,nao,nova
bamboohr,streamlinestudios,VFX Artist,,https://streamlinestudios.bamboohr.com/careers/109,109,,nao,nova
breezy,agbo,"Director, Product Marketing","Los Angeles, United States",https://agbo.breezy.hr/p/94b8bf657ebb-director-product-marketing,94b8bf657ebb,,nao,nova
breezy,agbo,Expression of Interest - Animator,"Los Angeles, United States",https://agbo.breezy.hr/p/dccd31defd96-expression-of-interest-animator,dccd31defd96,,nao,nova
breezy,agbo,Expression of Interest - Asset Artist,"Los Angeles, United States",https://agbo.breezy.hr/p/9428cd65e2b4-expression-of-interest-asset-artist,9428cd65e2b4,,nao,nova
breezy,agbo,Expression of Interest - FX Artist,"Los Angeles, United States",https://agbo.breezy.hr/p/09408f8add7a-expression-of-interest-fx-artist,09408f8add7a,,nao,nova
breezy,agbo,Expression of Interest - Realtime Lighting Technical Director,"Los Angeles, United States",https://agbo.breezy.hr/p/bb016b552396-expression-of-interest-realtime-lighting-technical-director,bb016b552396,,nao,nova
breezy,agbo,Expression of Interest - Rigging Artist,"Los Angeles, United States",https://agbo.breezy.hr/p/4f6087db7f59-expression-of-interest-rigging-artist,4f6087db7f59,,nao,nova
breezy,agbo,Expression of Interest - Technical Artist,"Los Angeles, United States",https://agbo.breezy.hr/p/c5ba3902727c-expression-of-interest-technical-artist,c5ba3902727c,,nao,nova
breezy,agbo,Generalist Engineer,"Raleigh, United States",https://agbo.breezy.hr/p/147ec5a10a07-generalist-engineer,147ec5a10a07,,nao,nova
breezy,agbo,Lead Technical Artist,"Raleigh, United States",https://agbo.breezy.hr/p/33265d3234ce-lead-technical-artist,33265d3234ce,,nao,nova
breezy,agbo,Lead VFX Artist,"Raleigh, United States",https://agbo.breezy.hr/p/f567af0272fe-lead-vfx-artist,f567af0272fe,,nao,nova
breezy,agbo,Rendering Engineer,"Raleigh, United States",https://agbo.breezy.hr/p/57f0727c25b9-rendering-engineer,57f0727c25b9,,nao,nova
breezy,agbo,Senior Gameplay Engineer,"Raleigh, United States",https://agbo.breezy.hr/p/e802e48f1f5b-senior-gameplay-engineer,e802e48f1f5b,,nao,nova
breezy,agbo,Senior Level Designer,"Raleigh, United States",https://agbo.breezy.hr/p/300d4fca7f98-senior-level-designer,300d4fca7f98,,nao,nova
breezy,agbo,"Senior Technical Designer, Events","Raleigh, United States",https://agbo.breezy.hr/p/a5b165b4788e-senior-technical-designer-events,a5b165b4788e,,nao,nova
breezy,agbo,Sr. Cinematic Layout Artist,"Raleigh, United States",https://agbo.breezy.hr/p/5487a9089f02-sr-cinematic-layout-artist,5487a9089f02,,nao,nova
breezy,agbo,Tools & Pipeline Engineer,"Raleigh, United States",https://agbo.breezy.hr/p/d445972193e5-tools-pipeline-engineer,d445972193e5,,nao,nova
breezy,playdead,Creature AI Programmer,"Copenhagen, Denmark",https://playdead.breezy.hr/p/939114732a3b01-creature-ai-programmer,939114732a3b01,,nao,nova
breezy,playdead,Experienced Technical Artist,"Copenhagen, Denmark",https://playdead.breezy.hr/p/929ceca71c9b01-experienced-technical-artist,929ceca71c9b01,,nao,nova
breezy,playdead,Experienced VFX Artist,"Copenhagen, Denmark",https://playdead.breezy.hr/p/dcfe3e3d234f01-experienced-vfx-artist,dcfe3e3d234f01,,nao,nova
breezy,playdead,Gameplay Programmer,"Copenhagen, Denmark",https://playdead.breezy.hr/p/40bbefca07e901-gameplay-programmer,40bbefca07e901,,nao,nova
breezy,playdead,Graphics Programmer,"Copenhagen, Denmark",https://playdead.breezy.hr/p/0ad48f69ad7801-graphics-programmer,0ad48f69ad7801,,nao,nova
breezy,playdead,Level Architect,"Copenhagen, Denmark",https://playdead.breezy.hr/p/f6e77e72ef9101-level-architect,f6e77e72ef9101,,nao,nova
breezy,playdead,Platform / Porting Programmer,"Copenhagen, Denmark",https://playdead.breezy.hr/p/f0073bcd0b7d01-platform-porting-programmer,f0073bcd0b7d01,,nao,nova
breezy,playdead,QA Student Worker,"Copenhagen, Denmark",https://playdead.breezy.hr/p/594c842087f601-qa-student-worker,594c842087f601,,nao,nova
breezy,playdead,Systems Programmer,"Copenhagen, Denmark",https://playdead.breezy.hr/p/0cbe7ead566401-systems-programmer,0cbe7ead566401,,nao,nova
breezy,playdead,Technical Director,"Copenhagen, Denmark",https://playdead.breezy.hr/p/f2df741f054d01-technical-director,f2df741f054d01,,nao,nova
breezy,playdead,Technical Gameplay Designer,"Copenhagen, Denmark",https://playdead.breezy.hr/p/69510ef4572201-technical-gameplay-designer,69510ef4572201,,nao,nova
breezy,warhorsestudios,Engine Tools Programmer,"Prague, Czech Republic",https://warhorsestudios.breezy.hr/p/1ea9b278ae5301-engine-tools-programmer,1ea9b278ae5301,,nao,nova
breezy,warhorsestudios,Hlavní / senior účetní,"Prague, Czech Republic",https://warhorsestudios.breezy.hr/p/39138017434f01-hlavni-senior-ucetni,39138017434f01,,nao,nova
breezy,warhorsestudios,Level Artist,"Prague, Czech Republic",https://warhorsestudios.breezy.hr/p/5e0abb1243c101-level-artist,5e0abb1243c101,,nao,nova
breezy,warhorsestudios,Senior Brand Communications Manager,"Prague, Czech Republic",https://warhorsestudios.breezy.hr/p/4dd04e4395dc01-senior-brand-communications-manager,4dd04e4395dc01,,nao,nova
greenhouse,2k,Art Director - Core,"Los Angeles, California, United States; Novato, California, United States",https://job-boards.greenhouse.io/2k/jobs/7964926003,7964926003,5872204003,nao,JA-FEITO
greenhouse,2k,Associate Art Director,"Montréal, Quebec, Canada",https://job-boards.greenhouse.io/2k/jobs/7714527003,7714527003,5756119003,nao,JA-FEITO
greenhouse,2k,"Associate Creative Producer, Core","Los Angeles, California, United States; Novato, California, United States",https://job-boards.greenhouse.io/2k/jobs/7812741003,7812741003,5799225003,nao,nova
greenhouse,2k,"Associate Manager, Content Localization","Tokyo, Chiyoda, Japan",https://job-boards.greenhouse.io/2k/jobs/7772145003,7772145003,5780839003,nao,nova
greenhouse,2k,"Associate Marketing Manager, Korea","Seoul, South Korea",https://job-boards.greenhouse.io/2k/jobs/7801198003,7801198003,5793573003,nao,nova
greenhouse,2k,Associate Producer,"Montréal, Quebec, Canada",https://job-boards.greenhouse.io/2k/jobs/7865976003,7865976003,5823764003,nao,nova
greenhouse,2k,Concepteur.trice UX Senior / Senior UX Designer,"Quebec, Canada",https://job-boards.greenhouse.io/2k/jobs/7865980003,7865980003,5823765003,nao,nova
greenhouse,2k,Data Ops Engineer,"Bangalore, Karnataka, India",https://job-boards.greenhouse.io/2k/jobs/7778402003,7778402003,5783330003,nao,nova
greenhouse,2k,Data Quality Engineer,"Bangalore, Karnataka, India",https://job-boards.greenhouse.io/2k/jobs/7728471003,7728471003,5762293003,nao,nova
greenhouse,2k,DevOps Engineer,"Bangalore, Karnataka, India",https://job-boards.greenhouse.io/2k/jobs/7865971003,7865971003,5823763003,nao,nova
greenhouse,2k,Directeur·rice du design / Design Director,"Canada; Montréal, Quebec, Canada; Quebec, Canada",https://job-boards.greenhouse.io/2k/jobs/7801211003,7801211003,5793578003,nao,nova
greenhouse,2k,Director of Data Engineering,"Dublin, Ireland",https://job-boards.greenhouse.io/2k/jobs/7762602003,7762602003,5776706003,nao,nova
greenhouse,2k,Engineering Manager,"Bangalore, Karnataka, India",https://job-boards.greenhouse.io/2k/jobs/7865984003,7865984003,5823767003,nao,nova
greenhouse,2k,Expert Gameplay AI Software Engineer,"Burnaby, British Columbia, Canada",https://job-boards.greenhouse.io/2k/jobs/7653108003,7653108003,5727298003,nao,nova
greenhouse,2k,Expert Lighting Artist,"Burnaby, British Columbia, Canada",https://job-boards.greenhouse.io/2k/jobs/7808524003,7808524003,5797047003,nao,nova
greenhouse,2k,Game Designer (Systems),"Burnaby, British Columbia, Canada",https://job-boards.greenhouse.io/2k/jobs/7964932003,7964932003,5872207003,nao,nova
greenhouse,2k,Gameplay Design Director,"Burnaby, British Columbia, Canada",https://job-boards.greenhouse.io/2k/jobs/5978842003,5978842003,4946970003,nao,nova
greenhouse,2k,Gameplay Engineer,"Novato, California, United States",https://job-boards.greenhouse.io/2k/jobs/7655940003,7655940003,5728480003,nao,nova
greenhouse,2k,Gameplay Engineer,"Montréal, Quebec, Canada",https://job-boards.greenhouse.io/2k/jobs/7655939003,7655939003,5728480003,nao,nova
greenhouse,2k,Gameplay Systems Software Engineer,"Burnaby, British Columbia, Canada",https://job-boards.greenhouse.io/2k/jobs/7749619003,7749619003,5771128003,nao,nova
greenhouse,2k,Graphics Engineer,"Novato, California, United States",https://job-boards.greenhouse.io/2k/jobs/7782526003,7782526003,5783331003,nao,nova
greenhouse,2k,Junior Engineer,"Shanghai, China",https://job-boards.greenhouse.io/2k/jobs/7740629003,7740629003,5219002003,nao,nova
greenhouse,2k,"LQA Analyst, Arabic","Madrid, Spain",https://job-boards.greenhouse.io/2k/jobs/7964894003,7964894003,5872188003,nao,nova
greenhouse,2k,"LQA Analyst, Russian","Madrid, Spain",https://job-boards.greenhouse.io/2k/jobs/7964888003,7964888003,5872185003,nao,nova
greenhouse,2k,Lead Animator,"Montréal, Quebec, Canada",https://job-boards.greenhouse.io/2k/jobs/7888166003,7888166003,5834550003,nao,nova
greenhouse,2k,Lead Animator,"Novato, California, United States",https://job-boards.greenhouse.io/2k/jobs/7888167003,7888167003,5834550003,nao,nova
greenhouse,2k,Lead Designer,"San Mateo, California, United States",https://job-boards.greenhouse.io/2k/jobs/7919518003,7919518003,5823761003,nao,nova
greenhouse,2k,"Lead Developer, Tools","Montréal, Quebec, Canada",https://job-boards.greenhouse.io/2k/jobs/7856220003,7856220003,5819030003,nao,nova
greenhouse,2k,Lead Level Artist,"Novato, California, United States",https://job-boards.greenhouse.io/2k/jobs/7812710003,7812710003,5799211003,nao,nova
greenhouse,2k,Lead Level Artist,"Montréal, Quebec, Canada",https://job-boards.greenhouse.io/2k/jobs/7812709003,7812709003,5799211003,nao,nova
greenhouse,2k,Lead Lighting Artist,"Novato, California, United States",https://job-boards.greenhouse.io/2k/jobs/7856226003,7856226003,5819031003,nao,nova
greenhouse,2k,Lead Lighting Artist,"Montréal, Quebec, Canada",https://job-boards.greenhouse.io/2k/jobs/7856225003,7856225003,5819031003,nao,nova
greenhouse,2k,Lead Security Analyst,"Austin, Texas, United States",https://job-boards.greenhouse.io/2k/jobs/7798955003,7798955003,5792666003,nao,nova
greenhouse,2k,Lead Security Architect,"Austin, Texas, United States",https://job-boards.greenhouse.io/2k/jobs/7812716003,7812716003,5799213003,nao,nova
greenhouse,2k,Lead Technical Artist  - Shaders,"Brno, South Moravian, Czechia",https://job-boards.greenhouse.io/2k/jobs/7533143003,7533143003,5678200003,nao,nova
greenhouse,2k,Lead Technical Artist  - Shaders,"Brighton, England, United Kingdom",https://job-boards.greenhouse.io/2k/jobs/7533148003,7533148003,5678200003,nao,nova
greenhouse,2k,Lead UI Engineer,"San Mateo, California, United States",https://job-boards.greenhouse.io/2k/jobs/7677521003,7677521003,5733867003,nao,nova
greenhouse,2k,Level Designer,United States,https://job-boards.greenhouse.io/2k/jobs/7978904003,7978904003,5879065003,nao,nova
greenhouse,2k,Localization Language Lead - Italian,"Madrid, Spain; Madrid, Spain",https://job-boards.greenhouse.io/2k/jobs/6562869003,6562869003,5209328003,nao,nova
greenhouse,2k,"Localization Language Lead, Arabic","Madrid, Spain",https://job-boards.greenhouse.io/2k/jobs/7809858003,7809858003,5797715003,nao,nova
greenhouse,2k,"Localization Language Lead, French","Madrid, Spain",https://job-boards.greenhouse.io/2k/jobs/6562867003,6562867003,5209327003,nao,nova
greenhouse,2k,"Localization Language Lead, German","Madrid, Spain",https://job-boards.greenhouse.io/2k/jobs/6562871003,6562871003,5209329003,nao,nova
greenhouse,2k,"Localization Language Lead, Polish","Madrid, Spain",https://job-boards.greenhouse.io/2k/jobs/7812737003,7812737003,5799223003,nao,nova
greenhouse,2k,"Localization Language Lead, Russian","Madrid, Spain",https://job-boards.greenhouse.io/2k/jobs/7812726003,7812726003,5799218003,nao,nova
greenhouse,2k,Localization Project Manager - APAC,"Tokyo, Chiyoda, Japan",https://job-boards.greenhouse.io/2k/jobs/7981441003,7981441003,5880212003,nao,nova
greenhouse,2k,Localization Specialist - Italian,"Madrid, Spain",https://job-boards.greenhouse.io/2k/jobs/7812732003,7812732003,5799221003,nao,nova
greenhouse,2k,"Manager, Commercial Strategy","Novato, California, United States",https://job-boards.greenhouse.io/2k/jobs/7798957003,7798957003,5792667003,nao,nova
greenhouse,2k,"Manager, FP&A","Novato, California, United States",https://job-boards.greenhouse.io/2k/jobs/7803222003,7803222003,5794510003,nao,nova
greenhouse,2k,"Manager, Global Go-to-Market, NAM, Core Games","Los Angeles, California, United States",https://job-boards.greenhouse.io/2k/jobs/7640730003,7640730003,5722269003,nao,nova
greenhouse,2k,"Manager, Global Social Marketing","Novato, California, United States",https://job-boards.greenhouse.io/2k/jobs/7790808003,7790808003,5788707003,nao,nova
greenhouse,2k,"Manager, HRBP & Labor Relations","Petaluma, California, United States",https://job-boards.greenhouse.io/2k/jobs/7792884003,7792884003,5789505003,nao,nova
greenhouse,2k,"Manager, Social Marketing","Novato, California, United States",https://job-boards.greenhouse.io/2k/jobs/7651061003,7651061003,5726416003,nao,nova
greenhouse,2k,Mobile Ad Monetization Manager,"Kirkland, Washington, United States",https://job-boards.greenhouse.io/2k/jobs/7801196003,7801196003,5793572003,nao,nova
greenhouse,2k,Office Admin,"Tel Aviv, Israel",https://job-boards.greenhouse.io/2k/jobs/7829591003,7829591003,5806194003,nao,nova
greenhouse,2k,Principal Mission Designer,"Brighton, England, United Kingdom",https://job-boards.greenhouse.io/2k/jobs/7760458003,7760458003,5775743003,nao,nova
greenhouse,2k,"Principal Software Engineer, Narrative Systems","Burnaby, British Columbia, Canada",https://job-boards.greenhouse.io/2k/jobs/7801202003,7801202003,5793575003,nao,nova
greenhouse,2k,Principal Technical Animator,"Brighton, England, United Kingdom",https://job-boards.greenhouse.io/2k/jobs/7764371003,7764371003,5775738003,nao,nova
greenhouse,2k,Producer,"Burnaby, British Columbia, Canada",https://job-boards.greenhouse.io/2k/jobs/7807546003,7807546003,5796635003,nao,nova
greenhouse,2k,Producer,"San Mateo, California, United States",https://job-boards.greenhouse.io/2k/jobs/7985627003,7985627003,5879474003,nao,nova
greenhouse,2k,Producer - Technical (12 month contract),"Prague, Czech Republic",https://job-boards.greenhouse.io/2k/jobs/7793437003,7793437003,5788709003,nao,nova
greenhouse,2k,Researcher,"Montréal, Quebec, Canada",https://job-boards.greenhouse.io/2k/jobs/7784347003,7784347003,5786264003,nao,nova
greenhouse,2k,Senior AI Designer,"Brighton, England, United Kingdom",https://job-boards.greenhouse.io/2k/jobs/7611931003,7611931003,5710751003,nao,nova
greenhouse,2k,Senior Animation Engineer,"Brighton, England, United Kingdom",https://job-boards.greenhouse.io/2k/jobs/7763604003,7763604003,5775740003,nao,nova
greenhouse,2k,"Senior Artist, Technical (Rigger) - NBA 2K","California, United States",https://job-boards.greenhouse.io/2k/jobs/7978391003,7978391003,5872211003,nao,nova
greenhouse,2k,"Senior Associate / Associate Manager, Asia Marketing","Tokyo, Chiyoda, Japan",https://job-boards.greenhouse.io/2k/jobs/6520855003,6520855003,5192585003,nao,nova
greenhouse,2k,Senior Backend Software Engineer,"Bangalore, Karnataka, India",https://job-boards.greenhouse.io/2k/jobs/7865968003,7865968003,5823762003,nao,nova
greenhouse,2k,Senior Combat Designer (AI archetype),"Novato, California, United States",https://job-boards.greenhouse.io/2k/jobs/7724137003,7724137003,5759832003,nao,nova
greenhouse,2k,Senior Combat Designer (AI archetype),"Montréal, Quebec, Canada",https://job-boards.greenhouse.io/2k/jobs/7724136003,7724136003,5759832003,nao,nova
greenhouse,2k,Senior Combat Designer (Encounters),"Novato, California, United States",https://job-boards.greenhouse.io/2k/jobs/7720898003,7720898003,5758522003,nao,nova
greenhouse,2k,Senior Combat Designer (Encounters),"Montréal, Quebec, Canada",https://job-boards.greenhouse.io/2k/jobs/7720897003,7720897003,5758522003,nao,nova
greenhouse,2k,Senior Data Developer,"Montréal, Quebec, Canada",https://job-boards.greenhouse.io/2k/jobs/7812714003,7812714003,5799212003,nao,nova
greenhouse,2k,"Senior Director of Product Management, Video Games","Los Angeles, California, United States",https://job-boards.greenhouse.io/2k/jobs/7692436003,7692436003,5747394003,nao,nova
greenhouse,2k,"Senior Director, HRBP","Novato, California, United States",https://job-boards.greenhouse.io/2k/jobs/7620340003,7620340003,5714302003,nao,nova
greenhouse,2k,"Senior Director, Online Services","San Mateo, California, United States",https://job-boards.greenhouse.io/2k/jobs/7813373003,7813373003,5796634003,nao,nova
greenhouse,2k,"Senior Director, Product Management (Small Axe Studios)","Novato, California, United States",https://job-boards.greenhouse.io/2k/jobs/7655914003,7655914003,5728472003,nao,nova
greenhouse,2k,"Senior Engineer, Server – NBA 2K","Novato, California, United States",https://job-boards.greenhouse.io/2k/jobs/7750300003,7750300003,5771475003,nao,nova
greenhouse,2k,Senior Full Stack Server Engineer,"Shanghai, China",https://job-boards.greenhouse.io/2k/jobs/7560589003,7560589003,4382386003,nao,nova
greenhouse,2k,Senior Gameplay Analytics Engineer (Unreal Engine),"Novato, California, United States",https://job-boards.greenhouse.io/2k/jobs/7724805003,7724805003,5760487003,nao,nova
greenhouse,2k,Senior Gameplay Animation Software Engineer,"Burnaby, British Columbia, Canada",https://job-boards.greenhouse.io/2k/jobs/7803231003,7803231003,5794515003,nao,nova
greenhouse,2k,Senior Gameplay Designer,"Burnaby, British Columbia, Canada",https://job-boards.greenhouse.io/2k/jobs/7512739003,7512739003,5672336003,nao,nova
