# FILA DA EUROPA (+ Oceania), colhida do gamedevmap em 08/09 a pedido do Vini.
# 4148 estudios unicos em 23 valores de pais. 2495 a campanha nunca tocou (nome nem dominio);
# 2072 desses tambem estao em escopo (tipo com time de arte).
# Colheita: https://www.gamedevmap.com/index.php?location=&country=<Pais>&state=&city=&query=&type=&start=<1|101|201|...>&count=100
#
# TRES ARMADILHAS MEDIDAS NESTA COLHEITA:
# (1) PAGINACAO NAO E page=. E start= com count=. Prova medida hoje na Suecia:
#     start=1   -> "10 Chambers" ... "Coldwood Interactive"
#     start=101 -> "Collecting Smiles" ... "Frostrok"   (nomes DIFERENTES, pagina de verdade)
#     page=2    -> "10 Chambers" ... "Coldwood Interactive"  (IDENTICA a pagina 1, armadilha)
#     Com page= a Suecia teria virado 100 estudios em vez de 644.
# (2) http:// PURO FALHA NESTE AMBIENTE (a ponte local responde "use CONNECT" e devolve 400 com
#     corpo vazio, fazendo o site parecer morto). Sempre https://.
# (3) O REINO UNIDO NAO EXISTE COMO UM PAIS SO no gamedevmap. country=United Kingdom devolve
#     apenas 17 residuos. O Reino Unido esta partido em England (790), Scotland (101), Wales (27)
#     e Northern Ireland (21) = 939. Quem pedir so "United Kingdom" perde 922 estudios.
#     Pela mesma logica a Tchequia e "Czechia", nao "Czech Republic" (que devolve zero).
# (4 - de 06/09, ainda vale) pagina de menos de 10 KB nao e pais vazio, e o firewall GoDaddy
#     recusando o IP. Espere 20s e repita.
#
# ORDENACAO: por densidade de cidade (Londres, Estocolmo, Helsinque, Copenhague, Malmo, Dublin,
# Berlim, Hamburgo, Munique, Paris, Bordeaux, Montpellier, Amsterda, Varsovia, Cracovia, Barcelona,
# Madri, Praga, Lisboa, Milao), depois pais e nome.
#
# COLUNAS: nome,tipo,cidade,estado,pais,site,conhecido,escopo,triagem
#   conhecido: NOVO | ja conhecido (painel/csv) | ja na fila gamedevmap 06/09
#   escopo:    em-escopo | fora-de-escopo (Investment, Organization, Health, School, Recruiting...)
#   triagem:   nao-triado | o veredito da triagem de 08/09 quando houve
nome,tipo,cidade,estado,pais,site,conhecido,escopo,triagem
it Matters Games,Mobile,Berlin,Berlin,Germany,https://www.itmattersgames.com,NOVO,em-escopo,porta-ok:https://www.itmattersgames.com
Jam City,Mobile,Berlin,Berlin,Germany,https://www.jamcity.com,ja conhecido (painel/csv),em-escopo,"quadro lever vivo, 18 vagas, nenhuma da disciplina"
Jo-Mei Games,Developer,Berlin,Berlin,Germany,https://www.jo-mei.com,ja conhecido (painel/csv),em-escopo,"site vivo, porta de carreiras nao localizada no HTML"
King.com (Activision),Mobile,Berlin,Berlin,Germany,https://www.king.com,NOVO,em-escopo,porta-ok:https://www.king.com
Klang Games,Developer,Berlin,Berlin,Germany,https://www.klang-games.com,ja conhecido (painel/csv),em-escopo,porta-ok:https://www.klang-games.com/careers
Kolibri Games,Mobile,Berlin,Berlin,Germany,https://kolibrigames.com/,NOVO,em-escopo,porta-ok:https://kolibrigames.com
Lenja Kaufman / Findling Games,Microstudio,Berlin,Berlin,Germany,https://findlinggames.com/,NOVO,em-escopo,porta-ok:https://findlinggames.com
Lessmore (Miniclip),Mobile,Berlin,Berlin,Germany,https://lessmore.games/,NOVO,em-escopo,porta-ok:https://lessmore.games
Little Bat Games,Developer,Berlin,Berlin,Germany,https://littlebat.games/,ja conhecido (painel/csv),em-escopo,porta-ok:https://littlebat.games/jobs/
Maschinen-Mensch,Developer,Berlin,Berlin,Germany,https://www.maschinen-mensch.com,ja na fila gamedevmap 06/09,em-escopo,"site vivo, porta de carreiras nao localizada no HTML"
Megagon Industries,Developer,Berlin,Berlin,Germany,https://megagonindustries.com/,ja conhecido (painel/csv),em-escopo,"site vivo, porta de carreiras nao localizada no HTML"
Moonlit Games,Developer,Berlin,Berlin,Germany,https://www.moonlitgames.io/,ja na fila gamedevmap 06/09,em-escopo,porta-ok:https://www.moonlitgames.io/careers
Moonlite Games,Mobile,Berlin,Berlin,Germany,https://www.moonlitgames.io/,NOVO,em-escopo,porta-ok:https://www.moonlitgames.io/careers
Morphcat Games,Developer,Berlin,Berlin,Germany,http://www.morphcat.de/,ja na fila gamedevmap 06/09,em-escopo,"site vivo, porta de carreiras nao localizada no HTML"
Mostly Games,Developer,Berlin,Berlin,Germany,https://mostlygames.gg/,ja na fila gamedevmap 06/09,em-escopo,porta-ok:https://mostlygames.gg/
My.Games,Online,Berlin,Berlin,Germany,https://my.games,NOVO,em-escopo,porta-ok:https://my.games/careers
Noctiluca,Developer,Berlin,Berlin,Germany,https://noctilucagames.com/,ja na fila gamedevmap 06/09,em-escopo,porta-sem-resposta
Noio,Developer,Berlin,Berlin,Germany,https://www.noio.nl,ja na fila gamedevmap 06/09,em-escopo,"site vivo, porta de carreiras nao localizada no HTML"
Out of the Box Games,Developer,Berlin,Berlin,Germany,https://www.ootbg.com/,ja na fila gamedevmap 06/09,em-escopo,"site vivo, porta de carreiras nao localizada no HTML"
Paintbucket Games,Mobile,Berlin,Berlin,Germany,https://www.paintbucket.de,NOVO,em-escopo,porta-ok:https://www.paintbucket.de/jobs
Pixonic,Mobile,Berlin,Berlin,Germany,https://pixonic.com/,NOVO,em-escopo,porta-ok:https://pixonic.com
PLAION,Publisher,Berlin,Berlin,Germany,https://plaion.com/,NOVO,fora-de-escopo,nao-triado
Point Blank Games,Developer,Berlin,Berlin,Germany,http://www.point-blank-games.com/,ja na fila gamedevmap 06/09,em-escopo,porta-sem-resposta
Popcore (Take-Two Interactive Software),Mobile,Berlin,Berlin,Germany,https://popcore.com/,ja conhecido (painel/csv),em-escopo,porta-ok:https://popcore.com/careers
Riot Games,Online,Berlin,Berlin,Germany,https://www.riotgames.com,ja conhecido (painel/csv),em-escopo,porta-ok:https://www.riotgames.com/en
Saftladen,Organization,Berlin,Berlin,Germany,https://www.saftladen.berlin,NOVO,fora-de-escopo,nao-triado
Sandbox Interactive (Stillfront Group),Online,Berlin,Berlin,Germany,https://sandboxinteractive.teamtailor.com/,ja conhecido (painel/csv),em-escopo,"vaga Lead 3D Environment Artist - sem veto escrito; ambiente, prioridade MEDIA"
Schleuder Games,Microstudio,Berlin,Berlin,Germany,https://schleuder.games/,NOVO,em-escopo,porta-ok:https://schleuder.games
Sentiment Games,Developer,Berlin,Berlin,Germany,https://sentimentgames.com/,NOVO,em-escopo,porta-ok:https://sentimentgames.com
Serious Bros,Developer,Berlin,Berlin,Germany,https://www.imagineearth.info,NOVO,em-escopo,porta-ok:https://www.imagineearth.info
Sidekick Publishing,Publisher,Berlin,Berlin,Germany,https://sidekickpublishing.com/,NOVO,fora-de-escopo,nao-triado
silvergames.com,Publisher,Berlin,Berlin,Germany,https://www.silvergames.com/,NOVO,fora-de-escopo,nao-triado
Six Foot,Developer and Publisher,Berlin,Berlin,Germany,https://www.6ft.com,NOVO,em-escopo,porta-ok:https://www.6ft.com/careers
Skylab Interactive,Developer,Berlin,Berlin,Germany,https://www.skylabinteractive.com/,NOVO,em-escopo,porta-ok:https://www.skylabinteractive.com
Snowprint Studios,Mobile,Berlin,Berlin,Germany,https://www.snowprintstudios.com,ja conhecido (painel/csv),em-escopo,"VAGA VIVA Senior 3D Character Artist (Teamtailor em dominio proprio, publicada 08/09) - sem veto escrito; hibrido 2 dias em Estocolmo"
SOFTGAMES,Mobile,Berlin,Berlin,Germany,https://www.softgames.de,NOVO,em-escopo,porta-ok:https://www.softgames.de/careers
Spaces of Play,Developer,Berlin,Berlin,Germany,https://www.spacesofplay.com,NOVO,em-escopo,porta-ok:https://www.spacesofplay.com
Starberry Games,Mobile,Berlin,Berlin,Germany,https://starberry.games/,NOVO,em-escopo,porta-ok:https://starberry.games/careers
Stellar Cartography Interactive,Developer,Berlin,Berlin,Germany,https://stellarcartography.online/,NOVO,em-escopo,porta-ok:https://stellarcartography.online
Stratosphere Games,Mobile,Berlin,Berlin,Germany,https://www.stratosphere-games.com,NOVO,em-escopo,Personio: so QA Tester e candidatura espontanea
Studio Firlefanz,Developer,Berlin,Berlin,Germany,https://studiofirlefanz.com/,NOVO,em-escopo,porta-sem-resposta
Studio Nachtwerk,Microstudio,Berlin,Berlin,Germany,https://studionachtwerk.com/,NOVO,em-escopo,porta-sem-resposta
Sven Ahlgrimm,Developer,Berlin,Berlin,Germany,https://oddada.com/,NOVO,em-escopo,porta-ok:https://oddada.com
Swift Games (Ares Interactive),Mobile,Berlin,Berlin,Germany,https://www.swift-games.com/,NOVO,em-escopo,porta-sem-resposta
Tarock Interactive,Developer,Berlin,Berlin,Germany,https://www.tarock-interactive.com/,NOVO,em-escopo,porta-ok:https://www.tarock-interactive.com
The German Games Industry Association (game),Organization,Berlin,Berlin,Germany,https://www.game.de/en/,NOVO,fora-de-escopo,nao-triado
Thoughtfish,Developer,Berlin,Berlin,Germany,https://thoughtfish.de/,NOVO,em-escopo,porta-ok:https://thoughtfish.de/careers
Tiny Crocodile Studios,Developer,Berlin,Berlin,Germany,https://www.tinycrocodilestudios.de,NOVO,em-escopo,porta-ok:https://www.tinycrocodilestudios.de
Torpor Games,Developer,Berlin,Berlin,Germany,https://www.torporgames.com/,NOVO,em-escopo,porta-ok:https://www.torporgames.com
Toukana,Developer,Berlin,Berlin,Germany,https://toukana.itch.io,NOVO,em-escopo,porta-ok:https://toukana.itch.io
Twisted Fingers Games,Developer,Berlin,Berlin,Germany,https://www.twistedfingersgames.com,NOVO,em-escopo,porta-ok:https://www.twistedfingersgames.com
Ubisoft Berlin,Developer and Publisher,Berlin,Berlin,Germany,https://berlin.ubisoft.com/,NOVO,em-escopo,porta-ok:https://berlin.ubisoft.com/careers
Voodoo,Mobile,Berlin,Berlin,Germany,https://voodoo.io/,NOVO,em-escopo,"quadro Lever vivo, nenhuma vaga da disciplina (Art Director, Game Artist, Marketing Video Artist, UI/UX)"
Voya Games,Mobile,Berlin,Berlin,Germany,https://www.voya.games/,NOVO,em-escopo,porta-ok:https://www.voya.games
Wargaming Germany,Mobile,Berlin,Berlin,Germany,https://wargaming.com/,ja conhecido (painel/csv),em-escopo,unica vaga de personagem do quadro Greenhouse e a 3D Character Artist de Nicosia - JA CONHECIDA no painel
waza! Games,Developer,Berlin,Berlin,Germany,https://www.wazagames.com,NOVO,em-escopo,porta-sem-resposta
Wooga,Online,Berlin,Berlin,Germany,https://www.wooga.com,NOVO,em-escopo,porta-ok:https://www.wooga.com/jobs
Yager Development,Developer,Berlin,Berlin,Germany,https://yager.de/,NOVO,em-escopo,porta-ok:https://yager.de/careers
Amberdive Interactive,Developer,Hamburg,Metropolregion Hamburg,Germany,https://amberdive-interactive.com/,ja conhecido (painel/csv),em-escopo,"site vivo, porta de carreiras nao localizada no HTML"
Bad Monkee,Mobile,Hamburg,Metropolregion Hamburg,Germany,https://badmonkee.de/,NOVO,em-escopo,porta-sem-resposta
Barrell Roll Games,Developer,Hamburg,Metropolregion Hamburg,Germany,https://barrelrollgames.com/,ja na fila gamedevmap 06/09,em-escopo,porta-ok:https://barrelrollgames.com/career/
Bigpoint (Yoozoo),Online,Hamburg,Metropolregion Hamburg,Germany,https://bigpoint.net/,NOVO,em-escopo,porta-ok:https://bigpoint.net
BrutalHack,Developer,Hamburg,Metropolregion Hamburg,Germany,https://www.brutalhack.com/,ja na fila gamedevmap 06/09,em-escopo,"site vivo, porta de carreiras nao localizada no HTML"
Buckfish Games,Microstudio,Hamburg,Metropolregion Hamburg,Germany,https://buckfish.itch.io/,NOVO,em-escopo,porta-ok:https://buckfish.itch.io
Bytro Labs,Online,Hamburg,Metropolregion Hamburg,Germany,https://bytro.com/,NOVO,em-escopo,porta-ok:https://bytro.com/careers
Cannons and Sparrows Creative Studio,Developer,Hamburg,Metropolregion Hamburg,Germany,https://www.cannonsandsparrows.com/,ja conhecido (painel/csv),em-escopo,porta-ok:https://www.cannonsandsparrows.com/jobs
Capcom Entertainment Deutschland,Publisher,Hamburg,Metropolregion Hamburg,Germany,https://capcom-europe.com/,NOVO,fora-de-escopo,nao-triado
Curio Compass,Developer,Hamburg,Metropolregion Hamburg,Germany,https://curiocompass.carrd.co/,ja na fila gamedevmap 06/09,em-escopo,"site vivo, porta de carreiras nao localizada no HTML"
Curvature Games,Extended Reality (XR),Hamburg,Metropolregion Hamburg,Germany,https://curvaturegames.com/,NOVO,em-escopo,porta-ok:https://curvaturegames.com
Daedalic Entertainment,Developer and Publisher,Hamburg,Metropolregion Hamburg,Germany,https://daedalic.com/,ja conhecido (painel/csv),em-escopo,"site vivo, porta de carreiras nao localizada no HTML"
Deck13 Interactive,Developer,Hamburg,Hesse,Germany,https://www.deck13.com,ja conhecido (painel/csv),em-escopo,"quadro personio vivo, 5 vagas, nenhuma da disciplina"
Distant Blue,Developer,Hamburg,Metropolregion Hamburg,Germany,https://fadingskies.com/,ja na fila gamedevmap 06/09,em-escopo,"site vivo, porta de carreiras nao localizada no HTML"
Duck n’ Run Games,Microstudio,Hamburg,Metropolregion Hamburg,Germany,https://duck-n-run-games.itch.io/,NOVO,em-escopo,porta-ok:https://duck-n-run-games.itch.io
Fishlabs,Developer,Hamburg,Metropolregion Hamburg,Germany,https://fishlabs.de/,ja na fila gamedevmap 06/09,em-escopo,porta-ok:https://fishlabs.de/careers
GameCity Hamburg,Organization,Hamburg,Metropolregion Hamburg,Germany,https://gamecity-hamburg.de/,NOVO,fora-de-escopo,nao-triado
gamecity:Hamburg,Organization,Hamburg,Metropolregion Hamburg,Germany,https://www.gamecity-hamburg.com,NOVO,fora-de-escopo,nao-triado
Games Lift Incubator,Incubator/Accelerator,Hamburg,Metropolregion Hamburg,Germany,https://gamecity-hamburg.de/incubator/,NOVO,fora-de-escopo,nao-triado
gameXcite (Jumpgate),Developer,Hamburg,Metropolregion Hamburg,Germany,https://www.gamexcite.de/,ja na fila gamedevmap 06/09,em-escopo,porta-ok:https://www.gamexcite.de/jobs
Gamigo,Online,Hamburg,Metropolregion Hamburg,Germany,https://www.gamigo.com,NOVO,em-escopo,porta-sem-resposta
GoodGame Studios,Online,Hamburg,Metropolregion Hamburg,Germany,https://goodgamestudios.com/,NOVO,em-escopo,porta-ok:https://goodgamestudios.com
Hexagon Game Labs,Online,Hamburg,Metropolregion Hamburg,Germany,https://www.hexagongamelabs.com,NOVO,em-escopo,porta-ok:https://www.hexagongamelabs.com
InnoGames,Developer and Publisher,Hamburg,Metropolregion Hamburg,Germany,https://www.innogames.com,ja na fila gamedevmap 06/09,em-escopo,"quadro lever vivo, 6 vagas, nenhuma da disciplina"
Kalypso Media Mobile,Developer and Publisher,Hamburg,Metropolregion Hamburg,Germany,https://www.kalypsomedia.com,ja na fila gamedevmap 06/09,em-escopo,porta-ok:https://www.kalypsomedia.com/jobs
LITE Games,Online,Hamburg,Metropolregion Hamburg,Germany,https://www.lite.games/,NOVO,em-escopo,porta-ok:https://www.lite.games/jobs
Mathilde Hoffmann,Developer,Hamburg,Metropolregion Hamburg,Germany,https://oddada.com/,ja na fila gamedevmap 06/09,em-escopo,"site vivo, porta de carreiras nao localizada no HTML"
MBL Development,Developer,Hamburg,Metropolregion Hamburg,Germany,https://www.mbldev.com,ja na fila gamedevmap 06/09,em-escopo,"site vivo, porta de carreiras nao localizada no HTML"
Mobile Bits,Developer,Hamburg,Metropolregion Hamburg,Germany,https://www.mobilebits.de,ja na fila gamedevmap 06/09,em-escopo,"site vivo, porta de carreiras nao localizada no HTML"
Moi Rai Games,Developer,Hamburg,Metropolregion Hamburg,Germany,https://www.moi-rai.com/,ja na fila gamedevmap 06/09,em-escopo,"site vivo, porta de carreiras nao localizada no HTML"
Mooneye Studios,Developer and Publisher,Hamburg,Metropolregion Hamburg,Germany,https://mooneyestudios.com/,ja na fila gamedevmap 06/09,em-escopo,porta-ok:https://mooneyestudios.com/jobs/
New Moon Production,Developer,Hamburg,Metropolregion Hamburg,Germany,https://newmoonproduction.com/,ja na fila gamedevmap 06/09,em-escopo,porta-ok:https://newmoonproduction.com/careers/
Niantic,Extended Reality (XR),Hamburg,Metropolregion Hamburg,Germany,https://nianticlabs.com/,NOVO,em-escopo,"quadro Greenhouse (scopely) vivo com 3D Artist junior/senior/lead em Barcelona - 3D generico de mobile, prioridade MEDIA"
Osmotic Studios,Developer,Hamburg,Metropolregion Hamburg,Germany,https://osmoticstudios.com/,ja na fila gamedevmap 06/09,em-escopo,"site vivo, porta de carreiras nao localizada no HTML"
Overhype Studios,Developer,Hamburg,Metropolregion Hamburg,Germany,https://www.battlebrothersgame.com,ja conhecido (painel/csv),em-escopo,"site vivo, porta de carreiras nao localizada no HTML"
Pipapo Games,Developer,Hamburg,Metropolregion Hamburg,Germany,https://pipapo.games/,ja na fila gamedevmap 06/09,em-escopo,"site vivo, porta de carreiras nao localizada no HTML"
Pixelpizza,Developer,Hamburg,Metropolregion Hamburg,Germany,https://www.pixelpizza.de,ja na fila gamedevmap 06/09,em-escopo,"site vivo, porta de carreiras nao localizada no HTML"
Playa Games,Developer,Hamburg,Metropolregion Hamburg,Germany,https://playa-games.com/,ja conhecido (painel/csv),em-escopo,porta-ok:https://playa-games.com/career/index.html
Pop Rocket Games,Publisher,Hamburg,Metropolregion Hamburg,Germany,https://www.poprocket.com,NOVO,fora-de-escopo,nao-triado
Positive Impact Games,Developer,Hamburg,Metropolregion Hamburg,Germany,https://positive-games.com/,ja na fila gamedevmap 06/09,em-escopo,"site vivo, porta de carreiras nao localizada no HTML"
Radiation Blue,Developer,Hamburg,Metropolregion Hamburg,Germany,https://www.radiationblue.com,ja na fila gamedevmap 06/09,em-escopo,"site vivo, porta de carreiras nao localizada no HTML"
Rockfish Games,Developer,Hamburg,Metropolregion Hamburg,Germany,https://rockfishgames.wordpress.com/,NOVO,em-escopo,porta-ok:https://rockfishgames.wordpress.com
Rose Engine,Online,Hamburg,Metropolregion Hamburg,Germany,https://rose-engine.org/,NOVO,em-escopo,porta-ok:https://rose-engine.org
Skaule,Developer,Hamburg,Metropolregion Hamburg,Germany,https://skaule.com/,NOVO,em-escopo,porta-ok:https://skaule.com
Slime King Games,Developer,Hamburg,Metropolregion Hamburg,Germany,https://slimekinggames.com/,NOVO,em-escopo,porta-ok:https://slimekinggames.com
Splitscreen Studios,Online,Hamburg,Metropolregion Hamburg,Germany,https://www.splitscreenstudios.com,NOVO,em-escopo,porta-ok:https://www.splitscreenstudios.com
Stillfront Group,Developer,Hamburg,Metropolregion Hamburg,Germany,https://stillfront.com/,ja na fila gamedevmap 06/09,em-escopo,"quadro Teamtailor vivo; a unica de 3D e Lead 3D Environment Artist (m/f/d) em Berlim, pela Sandbox Interactive - ambiente, prioridade MEDIA"
Super Good Games,Publisher,Hamburg,Metropolregion Hamburg,Germany,https://supergoodgames.com/,NOVO,fora-de-escopo,nao-triado
Supyrb,Mobile,Hamburg,Metropolregion Hamburg,Germany,https://www.supyrb.com,NOVO,em-escopo,porta-ok:https://www.supyrb.com/careers
Symmetry Break,Developer,Hamburg,Metropolregion Hamburg,Germany,https://symmetrybreak.com/,NOVO,em-escopo,porta-ok:https://symmetrybreak.com
Symmetry Break Studios,Developer,Hamburg,Metropolregion Hamburg,Germany,https://symmetrybreak.com/en/,NOVO,em-escopo,porta-ok:https://symmetrybreak.com/en
ThinMatrix,Microstudio,Hamburg,Metropolregion Hamburg,Germany,https://equilinox.com/,NOVO,em-escopo,porta-ok:https://equilinox.com
Threaks,Developer,Hamburg,Metropolregion Hamburg,Germany,https://threaks.com/,NOVO,em-escopo,porta-ok:https://threaks.com
Tiny Roar,Developer,Hamburg,Metropolregion Hamburg,Germany,https://tinyroar.de/,NOVO,em-escopo,porta-ok:https://tinyroar.de/jobs
Tivola (Jumpgate),Developer and Publisher,Hamburg,Metropolregion Hamburg,Germany,https://www.tivola.de,NOVO,em-escopo,porta-ok:https://www.tivola.de
XYRALITY,Online,Hamburg,Metropolregion Hamburg,Germany,https://xyrality.com/,NOVO,em-escopo,porta-ok:https://xyrality.com
Aesir Interactive,Developer,Munich,Bayern,Germany,https://aesir-interactive.com/,ja conhecido (painel/csv),em-escopo,"quadro personio vivo, 12 vagas, nenhuma da disciplina"
Amazon Games,Developer,Munich,Bayern,Germany,https://amazongames.com/,NOVO,em-escopo,porta-ok:https://amazongames.com/careers
Bonus Level Entertainment,Publisher,Munich,Bayern,Germany,https://bonuslevel.com/,NOVO,fora-de-escopo,nao-triado
Bulkhead Darkhorse,Developer,Munich,Bayern,Germany,https://bulkhead.com/,ja conhecido (painel/csv),em-escopo,quadro teamtailor em dominio proprio (https://careers.bulkhead.com) - sem vaga da disciplina hoje
Chimera Entertainment,Developer,Munich,Bayern,Germany,https://chimera-entertainment.com/,ja conhecido (painel/csv),em-escopo,porta-ok:https://chimera-entertainment.com/career/
Cobalt Lane,Developer,Munich,Bayern,Germany,https://cobalt-lane.com/,ja conhecido (painel/csv),em-escopo,"site vivo, porta de carreiras nao localizada no HTML"
CodePEAS,Developer,Munich,Bayern,Germany,https://codepeas.itch.io/,ja na fila gamedevmap 06/09,em-escopo,"site vivo, porta de carreiras nao localizada no HTML"
Delightex,Extended Reality (XR),Munich,Bayern,Germany,https://www.delightex.com,NOVO,em-escopo,porta-ok:https://www.delightex.com
Dev-Zoo,Microstudio,Munich,Bayern,Germany,https://dev-zoo.net/,NOVO,em-escopo,porta-ok:https://dev-zoo.net
Dionic Software,Developer,Munich,Bayern,Germany,https://dionicsoftware.com/,ja na fila gamedevmap 06/09,em-escopo,Lead 3D Artist FECHADA e com veto escrito: people living in and able to work in Germany
Drake Star Partners,Investment,Munich,Bayern,Germany,https://www.drakestar.com/,NOVO,fora-de-escopo,nao-triado
EMK Capital,Investment,Munich,Bayern,Germany,https://www.emkcapital.com/,NOVO,fora-de-escopo,nao-triado
eXplore Studio,Developer,Munich,Bayern,Germany,https://explorestudiogames.com/,ja na fila gamedevmap 06/09,em-escopo,"site vivo, porta de carreiras nao localizada no HTML"
FDG Entertainment,Developer and Publisher,Munich,Bayern,Germany,https://fdg-entertainment.com/,ja na fila gamedevmap 06/09,em-escopo,porta-ok:https://www.fdg-entertainment.com/jobs/
Grimlore Games (THQ Nordic),Developer,Munich,Bayern,Germany,https://www.grimloregames.com,ja conhecido (painel/csv),em-escopo,"vaga (Senior/Principal) Environment Artist (m/f/d) - ambiente, MEDIA; sem veto de residencia e OFERECE remoto total: EU applicants will be fulltime employees, externals will work on a service agreement basis"
Hologate,Extended Reality (XR),Munich,Bayern,Germany,https://www.hologate.com,NOVO,em-escopo,porta-ok:https://www.hologate.com/jobs
Icebird Studios,Developer,Munich,Bayern,Germany,http://icebird-studios.com/,ja na fila gamedevmap 06/09,em-escopo,"site vivo, porta de carreiras nao localizada no HTML"
Innoactive,Serious Games,Munich,Bayern,Germany,https://www.innoactive.de,NOVO,em-escopo,porta-sem-resposta
Irox Games,Developer,Munich,Bayern,Germany,https://irox-games.com/,ja na fila gamedevmap 06/09,em-escopo,"site vivo, porta de carreiras nao localizada no HTML"
Koch Media,Publisher,Munich,Bayern,Germany,https://www.kochmedia.com,NOVO,fora-de-escopo,nao-triado
L-F Studio,Developer,Munich,Bayern,Germany,https://l-f.studio/,ja na fila gamedevmap 06/09,em-escopo,porta-ok:https://l-f.studio/
MegaZebra,Developer,Munich,Bayern,Germany,https://www.megazebra.com,NOVO,em-escopo,porta-ok:https://www.megazebra.com/careers
Mimimi Productions,Developer,Munich,Bayern,Germany,https://www.mimimi.games,ja na fila gamedevmap 06/09,em-escopo,porta-ok:https://www.mimimi.games/#team-jobs
Mixtvision Games Publishing,Developer and Publisher,Munich,Bayern,Germany,https://mixtvision.de/,ja na fila gamedevmap 06/09,em-escopo,"site vivo, porta de carreiras nao localizada no HTML"
Morphicon,Online,Munich,Bayern,Germany,https://www.mamorgames.com/de,NOVO,em-escopo,porta-ok:https://www.mamorgames.com/de/careers
Potato Games Studio,Developer,Munich,Bayern,Germany,,ja na fila gamedevmap 06/09,em-escopo,porta-sem-resposta
Prime Matter (PLAION),Developer,Munich,Bayern,Germany,https://primematter.gg/,ja na fila gamedevmap 06/09,em-escopo,porta-sem-resposta
Reality Twist,Developer,Munich,Bayern,Germany,https://www.reality-twist.com,ja na fila gamedevmap 06/09,em-escopo,porta-ok:https://reality-twist.com/careers
RealmForge Studios,Developer,Munich,Bayern,Germany,http://www.realmforgestudios.com/,ja na fila gamedevmap 06/09,em-escopo,porta-sem-resposta
remote control productions,Organization,Munich,Bayern,Germany,https://rcp.family/,NOVO,fora-de-escopo,nao-triado
Salmi Games,Extended Reality (XR),Munich,Bayern,Germany,https://salmi.de/,NOVO,em-escopo,porta-ok:https://salmi.de/jobs
Schine,Developer,Munich,Bayern,Germany,https://www.star-made.org,NOVO,em-escopo,porta-ok:https://www.star-made.org/careers
SenAm Games,Developer,Munich,Bayern,Germany,https://www.senam-games.com/,NOVO,em-escopo,porta-ok:https://www.senam-games.com
Shin'en,Developer,Munich,Bayern,Germany,https://www.shinen.com,NOVO,em-escopo,porta-ok:https://www.shinen.com/jobs
Shin'en Multimedia,Developer,Munich,Bayern,Germany,https://www.shinen.com,NOVO,em-escopo,porta-ok:https://www.shinen.com/jobs
Take 2 Interactive,Publisher,Munich,Bayern,Germany,https://www.take2games.com/,NOVO,fora-de-escopo,nao-triado
Team STEP,Developer,Munich,Bayern,Germany,https://teamstep.io/,NOVO,em-escopo,porta-ok:https://teamstep.io
Thera Bytes,Health,Munich,Bayern,Germany,https://therabytes.de/,NOVO,fora-de-escopo,nao-triado
ThreeDee,Serious Games,Munich,Bayern,Germany,https://threedee.de/,NOVO,em-escopo,porta-ok:https://threedee.de/careers
Travian Games,Online,Munich,Bayern,Germany,https://www.traviangames.com,NOVO,em-escopo,porta-ok:https://www.traviangames.com
Travian Publishing,Publisher,Munich,Bayern,Germany,https://www.traviangames.de/de/unternehmen/publishing.html,NOVO,fora-de-escopo,nao-triado
Welevel,Developer,Munich,Bayern,Germany,https://welevel.com/,NOVO,em-escopo,porta-ok:https://welevel.com/jobs
Wolpertinger Games,Developer,Munich,Bayern,Germany,https://wolpertingergames.com/,NOVO,em-escopo,porta-ok:https://wolpertingergames.com
5pm Studio,Developer,Paris,Ile-de-France,France,https://playmemoriapolis.com/,NOVO,em-escopo,porta-ok:https://playmemoriapolis.com
8SEC,Mobile,Paris,Ile-de-France,France,https://8sec.games/,NOVO,em-escopo,porta-sem-resposta
Adictiz,Mobile,Paris,Ile-de-France,France,https://adictiz.com/,NOVO,em-escopo,porta-ok:https://adictiz.com
Agooloo Studios,Mobile,Paris,Ile-de-France,France,https://oupasav.com/,NOVO,em-escopo,porta-ok:https://oupasav.com
Alven,Investment,Paris,Ile-de-France,France,https://alven.co/,NOVO,fora-de-escopo,nao-triado
Amazon Games,Developer,Paris,Ile-de-France,France,https://amazongames.com/,NOVO,em-escopo,porta-ok:https://amazongames.com/careers
Amplitude Studios,Developer,Paris,Ile-de-France,France,https://www.amplitude-studios.com/,NOVO,em-escopo,porta-ok:https://www.amplitude-studios.com
Anklebreaker Studio,Developer,Paris,Ile-de-France,France,https://www.anklebreaker-studio.com/,NOVO,em-escopo,porta-ok:https://www.anklebreaker-studio.com/careers
ARC System Works Europe,Publisher,Paris,Ile-de-France,France,https://www.arcsystemworks.fr/,NOVO,fora-de-escopo,nao-triado
Atari,Publisher,Paris,Ile-de-France,France,https://atari.com/,NOVO,fora-de-escopo,nao-triado
Atlas V,Extended Reality (XR),Paris,Ile-de-France,France,https://atlasv.io/,NOVO,em-escopo,porta-ok:https://atlasv.io/careers
Backlight,Extended Reality (XR),Paris,Ile-de-France,France,https://backlight.fr/,NOVO,em-escopo,porta-ok:https://backlight.fr
Bastinus Rex,Microstudio,Paris,Ile-de-France,France,https://bastinus-rex.itch.io/,NOVO,em-escopo,porta-ok:https://bastinus-rex.itch.io
